order_item_id,order_id,product_id,quantity,unit_price
372,109,98,6,11.89
373,109,40,6,20.53
374,109,46,7,21.23
375,109,79,7,25.64
376,109,60,7,13.90
377,110,98,3,12.78
378,111,33,5,30.53
379,111,2,1,86.28
380,111,84,7,4.46
381,111,74,9,9.10
382,112,32,8,31.74
383,112,33,10,32.56
384,112,36,1,14.51
385,112,16,7,39.64
386,112,55,8,36.55
387,112,89,10,5.49
388,113,98,3,11.75
389,113,67,2,67.07
390,113,40,7,18.10
391,113,42,3,106.40
392,113,13,10,54.22
393,114,58,9,33.85
394,114,47,5,14.14
395,115,3,6,217.05
396,115,40,6,21.93
397,115,9,8,47.10
398,115,84,4,5.10
399,115,58,8,32.23
400,116,40,5,20.24
401,116,50,1,99.02
402,117,18,8,32.35
403,117,46,9,23.61
404,118,97,1,25.87
405,119,4,2,23.73
406,119,47,10,14.02
407,119,84,9,4.12
408,119,54,9,58.35
409,119,55,9,30.78
410,120,60,4,16.31
411,121,84,5,4.63
412,122,81,10,15.04
413,122,49,9,10.16
414,122,91,7,58.60
415,122,68,7,81.81
416,123,64,10,33.64
417,123,2,6,82.38
418,123,40,4,19.36
419,123,42,10,104.75
420,123,22,10,19.42
421,124,30,2,27.87
422,124,22,10,14.56
423,125,84,2,4.79
424,126,89,3,5.40
425,126,98,5,13.07
426,126,68,4,66.71
427,127,91,7,47.41
428,127,3,4,169.24
429,127,98,8,12.89
430,128,32,3,29.27
431,128,42,10,96.72
432,128,43,2,68.48
433,128,86,4,7.02
434,129,98,6,14.41
435,130,33,8,28.65
436,130,100,7,22.72
437,130,12,7,115.13
438,130,46,2,24.72
439,130,53,5,63.06
440,130,55,7,38.17
441,131,67,5,68.40
442,131,100,6,28.76
443,131,40,4,16.41
444,131,42,1,86.69
445,131,11,3,56.57
446,131,52,8,10.02
447,132,8,5,45.48
448,133,46,9,19.36
449,133,86,3,9.01
450,133,63,2,19.40
451,134,32,6,32.57
452,134,3,5,224.78
453,135,4,1,26.21
454,135,40,10,19.40
455,135,84,3,5.06
456,135,90,1,6.69
457,135,93,4,50.03
458,136,46,8,18.62
459,137,89,1,6.15
460,137,98,8,12.60
461,137,19,5,92.99
462,137,58,9,31.59
463,138,98,10,13.36
464,138,12,4,94.98
465,138,69,3,30.75
466,139,82,5,13.35
467,139,68,2,81.76
468,140,34,6,43.17
469,140,29,8,51.26
470,141,99,1,28.40
471,141,40,7,20.66
472,141,42,4,100.54
473,141,57,1,17.44
474,141,60,1,14.62
475,141,95,4,23.90
476,142,2,6,77.61
477,142,43,10,57.64
478,143,64,5,26.60
479,143,49,9,11.23
480,143,58,6,40.59
481,143,33,3,33.06
482,144,40,2,18.90
483,144,90,6,7.90
484,144,84,5,5.12
485,145,84,1,4.62
486,146,34,6,38.45
487,146,16,7,34.19
488,146,18,2,34.00
489,146,50,9,123.11
490,146,58,9,32.21
491,147,21,4,108.96
492,147,70,6,88.65
493,148,84,4,4.53
494,148,23,9,59.70
495,148,89,3,5.33
496,148,58,3,31.28
497,148,61,10,47.00
498,149,82,10,11.12
499,149,87,4,9.85
500,150,98,9,12.93
501,150,45,8,24.44
502,150,6,3,110.36
503,151,1,1,56.65
504,151,98,3,14.47
505,151,38,3,27.87
506,151,40,4,20.76
507,151,58,3,34.57
508,151,62,7,41.66
509,152,98,2,15.06
510,152,40,10,20.53
511,152,9,3,47.62
512,152,86,3,7.13
513,152,30,6,31.27
514,153,66,9,27.10
515,154,84,4,4.88
516,155,47,6,14.10
517,155,86,1,8.79
518,155,23,5,54.15
519,155,58,8,31.42
520,155,91,3,52.56
521,155,62,8,44.56
522,156,34,10,42.44
523,156,100,4,29.91
524,156,13,8,58.87
525,157,98,5,12.45
526,157,66,6,28.12
527,157,40,5,18.68
528,157,77,2,40.98
529,157,46,8,18.26
530,157,89,8,5.47
531,158,60,8,14.41
532,158,68,10,74.25
533,159,89,2,5.22
534,159,5,2,53.60
535,159,69,4,35.12
536,159,62,10,38.07
537,160,76,8,18.08
538,160,5,9,53.56
539,160,86,7,6.71
540,160,68,7,80.06
541,161,65,8,17.75
542,161,33,5,31.73
543,161,40,6,18.31
544,161,46,4,20.57
545,161,29,1,44.68
546,161,95,5,20.41
547,162,33,6,29.00
548,162,84,6,5.09
549,163,89,10,5.64
550,163,87,4,10.21
551,164,77,6,37.12
552,164,13,3,54.75
553,164,86,4,8.49
554,165,40,6,18.78
555,165,89,3,6.44
556,165,53,2,62.39
557,166,60,9,17.51
558,166,95,9,20.22
559,167,10,7,15.87
560,167,75,3,12.83
561,167,12,9,112.22
562,167,28,3,73.70
563,167,63,2,22.96
564,168,100,1,26.33
565,168,40,3,17.62
566,168,11,5,67.49
567,168,86,4,6.68
568,168,59,4,12.99
569,168,93,4,48.32
570,169,33,10,24.25
571,169,2,8,77.67
572,169,68,9,70.89
573,169,36,4,16.95
574,170,57,7,17.07
575,170,43,6,68.93
576,170,60,5,18.05
577,170,30,6,29.02
578,171,40,4,16.95
579,171,98,10,14.65
580,172,97,8,29.73
581,172,12,2,106.23
582,173,34,5,37.51
583,173,98,1,13.71
584,173,40,8,18.92
585,173,74,7,9.62
586,173,86,3,6.78
587,174,58,1,36.46
588,175,8,5,39.61
589,175,75,1,11.80
590,175,52,8,12.07
591,176,33,9,28.14
592,176,74,5,10.23
593,176,99,10,30.27
594,176,98,9,14.66
595,177,40,10,16.18
596,177,70,6,70.91
597,177,58,2,36.78
598,177,22,9,17.73
599,178,80,3,35.48
600,178,82,8,10.64
601,178,61,6,48.33
602,178,38,7,27.32
603,179,72,3,40.88
604,179,74,6,8.40
605,179,42,7,86.69
606,179,52,8,12.66
607,179,85,5,6.50
608,180,32,2,33.08
609,180,40,1,19.31
610,180,10,1,15.71
611,180,68,1,83.95
612,181,1,10,55.81
613,181,98,2,12.87
614,181,3,4,227.72
615,181,42,8,100.68
616,181,25,4,13.84
617,181,58,2,41.17
618,182,97,3,23.15
619,182,75,8,12.69
620,182,91,1,45.84
621,182,60,2,18.74
622,182,61,5,49.45
623,182,94,2,22.39
624,183,25,4,13.44
625,183,60,10,17.01
626,183,70,8,93.52
627,184,34,4,45.22
628,184,40,1,20.94
629,184,42,8,92.20
630,184,48,10,69.02
631,184,17,9,146.90
632,184,58,6,31.17
633,185,67,4,52.98
634,185,40,7,17.91
635,185,74,7,9.34
636,185,82,1,10.85
637,185,58,6,35.70
638,186,40,1,20.28
639,186,42,1,97.36
640,186,84,2,4.26
641,186,53,10,62.07
642,186,55,10,37.20
643,187,98,6,12.91
644,187,3,1,228.25
645,187,6,7,122.88
646,187,40,9,20.60
647,187,26,9,15.86
648,188,33,3,28.19
649,188,5,6,58.83
650,188,70,4,71.43
651,189,33,2,25.92
652,189,2,1,88.54
653,189,67,6,67.51
654,189,98,7,15.44
655,190,42,3,82.64
656,190,86,10,8.10
657,191,98,5,15.26
658,191,70,1,80.20
659,191,39,7,11.17
660,191,40,4,18.42
661,191,75,8,12.70
662,191,95,1,19.93
663,192,5,8,46.71
664,192,72,9,31.80
665,192,9,5,39.49
666,192,17,7,192.39
667,192,18,5,31.17
668,192,84,10,4.41
669,193,16,2,40.82
670,193,18,8,34.02
671,193,86,9,7.11
672,194,51,4,19.34
673,195,86,2,7.07
674,196,42,8,103.78
675,196,47,1,13.45
676,197,33,6,32.62
677,197,98,5,14.92
678,197,40,6,21.71
679,197,84,1,4.67
680,197,59,3,11.35
681,197,30,9,33.84
682,198,34,6,42.75
683,199,3,9,177.77
684,199,40,1,21.97
685,199,77,2,31.19
686,199,47,9,12.68
687,199,87,3,8.55
688,199,61,6,48.27
689,200,5,1,44.18
690,200,70,7,84.20
691,200,95,2,23.45
692,201,83,1,2.50
693,201,4,8,24.27
694,202,68,10,77.06
695,202,40,8,17.65
696,202,49,3,10.64
697,202,82,6,12.31
698,202,63,5,18.50
699,203,98,5,13.11
700,203,39,8,10.19
701,203,42,9,93.79
702,203,80,7,43.87
703,203,81,6,15.33
704,203,24,7,130.70
705,204,49,6,10.58
706,204,50,7,101.42
707,204,93,9,46.46
708,204,98,4,12.15
709,205,68,7,73.96
710,205,95,5,20.76
711,205,90,3,6.83
712,205,31,9,34.95
713,205,30,5,31.08
714,205,63,10,22.85
715,206,24,9,138.71
716,206,33,8,27.96
717,206,58,4,30.41
718,206,6,3,107.47
719,207,99,10,33.41
720,207,84,4,5.15
721,207,70,6,73.46
722,208,81,10,17.99
723,208,83,1,2.48
724,208,53,2,69.77
725,208,38,1,27.29
726,209,40,6,16.68
727,210,82,2,11.73
728,210,98,6,12.82
729,211,40,3,17.10
730,211,48,2,56.17
731,211,85,10,7.54
732,211,28,9,75.06
733,211,95,8,21.97
734,212,98,3,14.48
735,212,68,8,81.60
736,212,72,3,35.44
737,212,48,10,68.15
738,212,22,6,18.14
739,212,95,10,24.55
740,213,98,6,15.46
741,213,29,3,41.53
742,213,59,7,12.21
743,213,93,2,59.46
744,213,94,4,22.75
745,214,98,10,11.35
746,214,40,3,18.66
747,214,11,5,61.37
748,214,75,5,10.42
749,214,84,1,5.45
750,214,61,3,44.93
751,215,68,5,77.47
752,216,40,10,21.41
753,216,100,10,22.67
754,216,4,7,19.66
755,216,68,8,65.95
756,217,40,7,22.15
757,217,73,6,288.31
758,217,42,6,85.31
759,217,56,9,26.00
760,218,40,2,21.66
761,218,54,6,58.77
762,219,3,2,178.77
763,219,36,4,13.05
764,219,18,2,36.38
765,219,83,1,2.08
766,219,94,6,21.15
767,220,65,10,21.94
768,220,98,3,11.80
769,220,40,2,17.34
770,220,9,2,37.62
771,220,60,4,13.89
772,221,10,9,13.24
773,221,6,4,100.66
774,222,99,3,27.55
775,222,69,2,30.68
776,222,40,4,17.20
777,222,89,9,5.51
778,222,61,4,46.15
779,222,30,2,31.53
780,223,40,3,22.14
781,223,30,10,28.67
782,224,40,6,18.72
783,224,61,9,48.43
784,224,55,5,29.13
785,225,8,10,44.57
786,225,82,7,13.50
787,225,40,8,16.62
788,226,98,6,14.13
789,227,97,6,26.34
790,227,98,8,13.19
791,227,73,5,284.87
792,227,84,6,5.12
793,227,61,4,45.73
794,228,60,8,15.71
795,228,5,6,58.63
796,229,49,7,11.55
797,229,50,3,122.55
798,229,21,7,109.35
799,229,95,3,24.96
800,230,42,3,85.88
801,230,95,1,19.68
802,230,86,3,7.59
803,230,47,4,12.11
804,231,55,9,30.78
805,232,34,3,40.23
806,232,77,1,35.42
807,232,53,2,63.03
808,233,98,10,14.27
809,234,57,8,13.79
810,234,21,5,84.81
811,234,54,6,55.82
812,235,40,3,20.30
813,235,42,8,92.54
814,235,58,8,30.86
815,235,61,4,43.23
816,235,62,6,36.17
817,235,63,6,21.47
818,236,97,3,23.29
819,236,98,10,15.36
820,236,40,4,22.01
821,236,84,10,5.04
822,236,58,4,32.82
823,236,60,8,16.41
824,237,40,7,21.47
825,238,64,10,30.16
826,238,10,5,15.81
827,239,48,5,68.36
828,240,65,8,22.99
829,240,38,5,32.01
830,240,7,8,84.33
831,240,40,10,22.10
832,240,22,4,19.19
833,240,87,4,11.12
834,241,40,4,19.19
835,241,8,7,45.33
836,241,61,1,47.93
837,241,58,4,33.51
838,241,93,1,46.64
839,242,68,2,78.89
840,243,51,9,22.94
841,243,22,8,15.26
842,243,95,2,23.38
843,244,50,10,100.02
844,244,62,1,35.15
845,244,31,6,31.09
846,245,3,6,194.94
847,245,42,6,93.34
848,245,52,1,11.71
849,245,21,6,104.77
850,245,86,10,8.02
851,246,93,3,45.17
852,247,8,4,47.29
853,247,9,6,36.38
854,247,58,6,41.14
855,247,22,6,14.85
856,248,54,9,54.36
857,249,43,8,70.29
858,249,67,5,53.42
859,249,86,1,7.18
860,249,23,9,58.83
861,250,6,4,123.55
862,251,33,9,31.92
863,251,34,7,38.75
864,251,5,7,56.58
865,251,23,5,47.72
866,252,9,1,37.81
867,252,3,10,180.77
868,252,76,6,18.38
869,252,46,10,22.95
870,253,56,1,21.65
871,253,43,10,72.33
872,253,86,9,7.31
873,254,56,6,25.15
874,254,24,5,130.14
875,254,32,5,32.45
876,255,56,3,23.60
877,255,3,7,174.72
878,255,68,4,79.86
879,255,61,10,40.81
880,256,69,10,31.83
881,256,6,5,125.22
882,256,41,1,29.47
883,256,82,4,11.74
884,256,86,6,8.67
885,256,93,7,47.67
886,257,99,4,29.82
887,257,40,2,16.61
888,257,54,1,60.11
889,257,25,1,15.97
890,257,58,1,40.85
891,257,61,7,42.28
892,258,33,2,31.97
893,258,6,1,103.74
894,258,47,1,12.22
895,258,24,5,162.09
896,258,59,8,10.42
897,258,30,4,33.69
898,259,97,1,27.76
899,260,17,9,188.73
900,260,50,1,99.62
901,260,28,8,82.21
902,260,79,3,21.67
903,261,8,8,35.35
904,261,69,8,29.96
905,262,2,5,89.41
906,262,28,8,82.38
907,262,68,5,66.02
908,262,95,5,18.37
909,263,48,1,52.97
910,263,34,7,45.94
911,264,98,10,12.82
912,264,34,8,39.37
913,264,5,6,53.08
914,264,54,6,56.28
915,264,87,9,10.81
916,265,40,10,18.60
917,265,67,8,58.01
918,266,84,9,5.31
919,266,69,7,29.72
920,266,22,5,14.88
921,267,40,9,18.96
922,267,41,3,36.06
923,268,40,3,21.69
924,269,65,4,24.00
925,269,40,7,21.13
926,269,82,7,10.84
927,269,87,9,11.30
928,269,60,9,16.70
929,270,60,9,15.20
930,271,98,6,14.82
931,271,70,7,83.83
932,271,40,7,19.30
933,271,81,6,15.84
934,271,84,2,5.10
935,271,54,8,48.96
936,272,94,1,17.75
937,272,86,9,8.83
938,273,54,5,60.64
939,274,40,2,17.40
940,274,82,4,14.27
941,275,2,4,73.05
942,276,70,8,71.28
943,276,86,7,8.98
944,277,2,6,74.21
945,277,68,7,66.15
946,277,60,8,17.09
947,278,4,7,25.82
948,278,5,2,56.53
949,278,40,10,18.69
950,278,74,6,10.00
951,278,54,8,61.20
952,278,63,7,23.43
953,279,98,2,14.49
954,280,65,7,18.18
955,280,86,4,8.47
956,280,12,8,108.50
957,280,38,5,26.78
958,281,33,1,25.22
959,281,2,8,88.82
960,281,46,3,18.64
961,281,84,10,4.68
962,281,89,9,5.75
963,282,38,1,34.90
964,282,77,6,33.20
965,282,49,3,10.46
966,282,18,2,38.39
967,282,57,8,13.70
968,282,26,7,13.16
969,283,5,8,55.37
970,283,40,8,17.52
971,283,84,2,5.19
972,283,85,3,6.53
973,283,29,10,42.48
974,283,95,8,22.04
975,284,73,9,315.20
976,284,42,8,84.52
977,284,3,7,169.75
978,284,58,7,36.44
979,285,8,6,38.40
980,286,97,3,22.69
981,286,90,3,6.52
982,286,45,8,22.38
983,286,95,9,22.70
984,287,58,10,37.56
985,287,53,9,64.28
986,287,98,4,11.45
987,288,40,6,18.50
988,288,82,1,10.76
989,289,58,9,33.15
990,290,40,6,21.05
991,291,89,8,5.37
992,291,84,4,4.70
993,292,26,9,14.53
994,293,22,9,15.10
995,294,89,2,5.98
996,294,9,4,42.63
997,295,34,6,40.21
998,295,7,1,80.23
999,295,40,6,17.30
1000,295,41,10,31.25
1001,295,82,4,13.82
1002,295,86,3,8.47
1003,296,68,3,78.73
1004,296,84,9,4.34
1005,296,93,2,49.02
1006,296,63,1,19.83
1007,297,8,6,43.37
1008,297,11,5,59.59
1009,297,94,6,19.46
1010,297,22,9,16.06
1011,298,98,9,14.19
1012,298,40,10,21.72
1013,298,42,10,99.55
1014,298,56,6,21.53
1015,298,90,8,6.54
1016,299,8,5,43.21
1017,299,58,10,40.03
1018,299,63,6,20.35
1019,300,40,6,17.99
1020,300,59,7,11.82
1021,300,95,10,20.10
1022,301,62,5,43.63
1023,301,84,6,4.27
1024,301,69,9,32.66
1025,301,30,8,27.98
1026,302,38,6,32.37
1027,302,40,8,17.24
1028,302,77,7,34.15
1029,302,17,5,167.38
1030,302,58,8,40.68
1031,303,39,7,11.66
1032,303,40,4,16.16
1033,303,10,5,15.41
1034,303,42,8,109.56
1035,303,18,9,38.03
1036,304,98,8,13.94
1037,304,40,8,19.74
1038,304,46,6,21.15
1039,304,86,3,6.91
1040,304,56,1,21.42
1041,305,87,9,9.38
1042,306,32,10,37.74
1043,306,98,2,11.53
1044,306,40,10,18.18
1045,306,72,5,39.40
1046,306,84,4,4.63
1047,307,59,9,10.89
1048,307,63,4,19.33
1049,308,3,3,215.57
1050,308,60,7,18.06
1051,309,58,10,31.96
1052,309,2,5,84.01
1053,310,46,3,22.32
1054,310,18,5,37.85
1055,310,36,4,12.83
1056,310,38,7,33.09
1057,311,34,3,40.37
1058,311,46,7,23.20
1059,311,48,7,69.81
1060,311,87,5,8.57
1061,311,89,8,5.40
1062,312,40,8,19.86
1063,312,58,6,37.00
1064,312,84,2,4.20
1065,312,55,7,35.60
1066,313,33,7,26.90
1067,313,84,5,4.39
1068,314,42,10,110.56
1069,314,91,2,49.47
1070,315,59,7,9.97
1071,315,3,7,213.17
1072,315,76,5,16.04
1073,315,41,5,30.82
1074,316,40,10,17.46
1075,316,97,10,26.95
1076,316,24,4,145.38
1077,317,98,4,12.82
1078,318,75,10,10.30
1079,319,38,3,35.08
1080,319,39,5,10.49
1081,319,47,2,11.68
1082,319,21,2,91.74
1083,319,22,10,17.77
1084,319,58,3,37.54
1085,320,94,4,18.04
1086,320,58,2,36.96
1087,320,98,2,11.57
1088,321,18,6,33.04
1089,321,29,3,51.46
1090,321,86,3,7.94
1091,322,40,5,17.18
1092,322,84,1,4.75
1093,323,6,10,98.54
1094,323,7,10,81.48
1095,323,19,8,89.96
1096,323,55,3,31.73
1097,323,23,4,59.99
1098,324,82,7,10.78
1099,324,67,5,52.99
1100,325,58,8,40.19
1101,325,82,9,14.32
1102,325,54,10,51.13
1103,325,79,7,25.75
1104,326,58,1,35.79
1105,326,46,10,19.58
1106,326,55,5,39.89
1107,327,61,7,43.83
1108,328,40,7,16.23
1109,328,42,3,104.90
1110,328,32,10,33.06
1111,329,38,4,30.12
1112,329,43,7,63.20
1113,329,76,4,21.10
1114,329,84,2,5.40
1115,329,21,1,93.75
1116,329,95,7,20.59
1117,330,58,8,41.24
1118,330,5,6,45.20
1119,330,40,9,17.31
1120,330,10,2,12.55
1121,330,86,9,6.98
1122,330,90,1,6.96
1123,331,33,10,28.22
1124,331,3,6,188.17
1125,331,45,9,18.25
1126,331,84,8,4.86
1127,331,58,7,38.72
1128,332,5,7,60.08
1129,332,9,8,39.52
1130,332,79,5,26.97
1131,332,84,4,4.20
1132,332,59,7,10.24
1133,333,40,4,21.91
1134,333,43,4,62.30
1135,333,5,3,50.98
1136,334,97,1,22.24
1137,334,58,8,33.15
1138,334,1,4,53.96
1139,334,39,3,11.36
1140,335,98,5,14.88
1141,335,10,9,14.37
1142,335,50,6,120.50
1143,335,54,6,55.83
1144,335,95,10,21.79
1145,335,63,5,20.39
1146,336,38,5,35.76
1147,336,40,7,19.15
1148,336,47,10,11.20
1149,336,84,5,4.43
1150,336,86,3,6.88
